StnID,dpt_wmo_id,distance_km,elevation_diff_m,Lat,Lon,Elev,State/Province,Name,UTC_Offset,POR_Date_Range,PCT_POR_Good,Num_Year_Overlap,Num_Valid_Years
USC00086240,722210-13858,5.969590345535177,3.3999999999999986,30.5316,-86.4928,22.6,FL,NICEVILLE,-6,19500701-20240408, 89.3%,75.0,74.0
USC00086323,722025-12849,48.620675959369606,1.9000000000000004,26.3354,-80.5373,4.9,FL,NORTH NEW RVR CANAL 2,-5,19420101-20240401, 71.8%,28.0,28.0
USC00086842,747750-13846,22.4062128198097,3.5,30.2491,-85.6605,1.5,FL,PANAMA CITY 5N,-6,19711201-20240102, 87.8%,54.0,53.0
USC00086880,722110-12842,43.376694199044344,17.3,27.609,-82.3476,18.3,FL,PARRISH,-5,19440818-20210709, 89.9%,76.0,76.0
USC00087440,722146-12816,42.66373906611888,13.399999999999999,30.0678,-82.1928,36.6,FL,RAIFORD STATE PRISON,-5,19490319-20161212, 85.6%,44.0,44.0
USC00087851,722119-99999,46.76718136192769,9.700000000000003,28.3381,-82.2602,52.7,FL,SAINT LEO,-5,19440817-20240403, 96.6%,45.0,45.0
USC00087886,722110-12842,21.68310276946738,9.7,27.7833,-82.6333,10.7,FL,ST PETERSBURG,-5,19460201-20150102, 91.1%,68.0,67.0
USC00088780,722029-99999,41.362616757663574,2.5999999999999996,25.7608,-80.8241,4.6,FL,TAMIAMI TRAIL 40 MI. BEND,-5,19420101-20240402, 84.0%,42.0,42.0
USC00088782,722110-12842,31.451277342315127,11.2,27.7053,-82.4009,12.2,FL,TAMPA BAY AREA WFO,-5,20000101-20240402, 37.1%,11.0,10.0
USC00088841,994620-99999,38.88844183412519,3.5,25.0069,-80.5211,1.5,FL,TAVERNIER,-5,19980701-20240308, 83.1%,0.0,0.0
USC00089010,722026-12826,33.13209965213224,3.0,25.7647,-80.4775,4.0,FL,TRAIL GLADE RANGES,-5,19661215-20240402, 74.5%,56.0,56.0
USC00089176,994220-99999,3.6592683603402607,2.4,27.1006,-82.4364,2.4,FL,VENICE,-5,19420101-20240401, 88.4%,21.0,21.0
USC00089184,999999-92827,3.659576563910418,2.299999999999997,27.1819,-81.3509,42.7,FL,VENUS,-5,19420101-20230105, 90.3%,0.0,0.0
USC00089219,722045-12843,16.057512290538494,1.9000000000000004,27.6527,-80.403,6.1,FL,VERO BEACH 4SE,-5,19650501-20240301, 87.8%,38.0,38.0
USC00089415,747760-03818,45.56767145754785,13.700000000000003,30.6323,-85.5976,45.7,FL,WAUSAU,-6,19650801-20201007, 77.8%,16.0,16.0
USC00089795,747760-03818,31.59984828990504,0.6000000000000014,30.7219,-84.8741,32.6,FL,WOODRUFF DAM,-5,19560401-20240401, 83.0%,18.0,17.0
USC00090044,723200-93801,29.867113866252176,97.39999999999998,34.3407,-84.8347,291.4,GA,ADAIRSVILLE 5 SE,-5,19860918-20240301, 90.0%,35.0,35.0
USC00091619,723110-13873,47.999982299079036,34.80000000000001,34.3656,-83.2328,204.2,GA,CARNESVILLE,-5,19480601-20240412, 87.1%,70.0,70.0
USC00092361,722160-13869,42.24574594631992,16.700000000000003,31.8453,-83.9409,74.7,GA,CRISP CO POWER DAM,-5,20020601-20240410, 89.1%,21.0,21.0
USC00092485,722270-13864,24.2959242381348,11.699999999999989,33.9982,-84.751,313.3,GA,DALLAS 7 NE,-5,19480601-20240302, 93.7%,75.0,75.0
USC00092517,723110-13873,19.789385358439176,1.3000000000000114,34.1175,-83.3044,237.7,GA,DANIELSVILLE,-5,20221118-20240401, 97.2%,3.0,3.0
USC00092593,999999-63828,40.26294924994568,4.899999999999999,30.9772,-84.6367,57.9,GA,DECATUR COUNTY FIRE AND RESCUE,-5,20100803-20190603, 84.6%,0.0,0.0
USC00092844,722217-63881,7.512504070959969,33.0,32.5574,-82.8999,61.0,GA,DUBLIN 2,-5,19480601-20240416, 89.6%,20.0,20.0
USC00093028,999999-63828,37.92844164843379,36.599999999999994,31.5663,-84.7338,89.6,GA,EDISON,-5,19480601-20200908, 91.1%,0.0,0.0
USC00093312,720392-00128,44.13320894803147,21.9,30.6908,-82.5633,35.1,GA,FARGO,-5,19480601-20160406, 87.4%,10.0,10.0
USC00093460,722060-13889,47.45499379175648,2.0999999999999996,30.7997,-82.0313,9.1,GA,FOLKSTON 3 SW,-5,19480701-20161202, 90.7%,69.0,69.0
USC00094204,722135-13870,40.5130973226917,14.200000000000003,31.8878,-82.5808,76.2,GA,HAZLEHURST,-5,19480601-20160303, 93.2%,38.0,38.0
USC00094671,722090-99999,42.755181726729184,16.5,31.6081,-81.8797,30.5,GA,JESUP,-5,19480601-20240408, 87.4%,56.0,56.0
USC00094941,723240-13882,22.264701442084547,39.5,34.853,-85.3142,243.5,GA,CHICKAMAUGA 2 SW,-5,19480601-20240410, 80.4%,75.0,75.0
USC00095165,723110-13873,20.5646680738324,17.69999999999999,33.8705,-83.1135,221.3,GA,LEXINGTON,-5,19520115-20180601, 84.3%,64.0,64.0
USC00096879,722130-13861,42.29540116911366,19.5,31.2928,-82.8422,62.5,GA,PEARSON,-5,19480601-20161222, 93.5%,30.0,29.0
USC00097605,723200-93801,21.454216223484664,19.400000000000006,34.165,-85.2583,213.4,GA,ROME 8 SW,-5,19480601-20240302, 89.2%,71.0,71.0
USC00098657,747806-63809,3.1893320179131006,8.199999999999989,32.9642,-84.2303,250.2,GA,THE ROCK RANCH,-5,19480601-20210106, 92.9%,20.0,19.0
USC00098974,722166-93845,3.9623707629848908,22.799999999999997,30.8055,-83.2736,80.8,GA,VALDOSTA 2 S,-5,19541001-20170601, 87.7%,46.0,46.0
USC00099291,722255-93842,47.638098912727635,55.30000000000001,32.8861,-85.1838,175.3,GA,WEST POINT,-5,19830203-20240412, 85.2%,42.0,42.0
USC00099486,723110-13873,4.165108875379085,32.30000000000001,33.967,-83.2887,271.3,GA,WINTERVILLE,-5,19970801-20220301, 85.0%,26.0,26.0
USC00101018,726810-24131,15.464731526890581,5.600000000000023,43.5253,-116.0542,865.6,ID,BOISE LUCKY PEAK DAM,-7,19510101-20240405, 87.7%,73.0,73.0
USC00101079,717700-99999,45.231427104291384,36.10000000000002,48.6928,-116.3104,609.9,ID,BONNERS FERRY,-8,19480701-20220217, 82.7%,24.0,23.0
USC00101956,727834-99999,8.719034379112722,56.89999999999998,47.6821,-116.7967,650.1,ID,COEUR D'ALENE,-8,19480701-20240411, 74.4%,39.0,37.0
USC00102942,726837-24162,46.10709323073666,62.5,43.8544,-116.4663,728.5,ID,EMMETT 2 E,-7,20220103-20240408, 48.7%,3.0,3.0
USC00103143,725784-04109,5.6632540004525405,18.399999999999977,46.0999,-115.5447,469.4,ID,FENN RANGER STATION,-8,19520424-20231113, 90.2%,18.0,18.0
USC00105708,725864-94182,0.4850847249603826,0.599999999999909,44.8871,-116.1046,1531.6,ID,MCCALL,-7,19710101-20240401, 81.0%,19.0,18.0
USC00106174,726815-24106,14.705243458725896,44.10000000000002,43.1261,-115.7119,957.1,ID,MOUNTAIN HOME,-7,19480701-20170405, 86.2%,68.0,68.0
USC00106230,727836-99999,0.9536965157104995,35.299999999999955,47.4661,-115.8113,975.7,ID,MULLAN,-8,19720601-20240411, 90.1%,24.0,24.0
USC00107269,717700-99999,9.586599201028989,97.70000000000005,48.9938,-116.5024,548.3,ID,PORTHILL 1 SW,-8,19710101-20240410, 83.6%,29.0,29.0
USC00107968,725867-24133,7.573443645557292,3.5,42.6028,-113.7242,1265.5,ID,RUPERT 3 WSW,-7,20000101-20231212, 11.0%,7.0,5.0
USC00108137,720322-04129,0.5181856129696597,0.0,48.2943,-116.5627,648.0,ID,SANDPOINT EXP STATION,-8,19600101-20240410, 89.1%,21.0,21.0
USC00109065,720369-04135,19.805181410487176,17.40000000000009,43.8563,-111.2769,1880.6,ID,TETONIA EXPERIMENT STN,-7,19520517-20240401, 81.4%,15.0,15.0
USC00109951,725864-94182,46.54640881048463,23.5,44.8541,-115.5115,1554.5,ID,YELLOWPINE 7 S,-7,19700805-20171019, 75.2%,8.0,8.0
USC00110082,725440-14923,42.668595650554614,29.80000000000001,41.0578,-90.5655,204.8,IL,ALEXIS 1 SW,-6,19480701-20240408, 93.4%,77.0,77.0
USC00110281,724335-99999,35.98278625610761,15.5,38.3125,-89.2724,161.5,IL,ASHLEY,-6,19651118-20240405, 87.8%,45.0,43.0
USC00110330,724396-93989,39.5616342178416,29.400000000000006,40.2332,-90.9467,203.6,IL,AUGUSTA,-6,19480701-20240401, 88.3%,59.0,59.0
USW00013802,724338-13802,0.0,4.0,38.55,-89.85,135.0,IL,BELLEVILLE SCOTT AAF,-6,19480701-20240401, 92.4%,77.0,77.0
USC00110583,725430-94822,19.964083022076487,8.5,42.255,-88.864,229.5,IL,BELVIDERE WWTP,-6,19480701-20240411, 89.7%,71.0,71.0
USW00093809,724350-03816,36.777351316029645,25.900000000000006,37.0401,-89.1842,98.1,IL,CAIRO 3N,-6,19480701-20240312, 90.2%,68.0,68.0
USC00111250,725320-14842,33.4506920247773,3.9000000000000057,40.5379,-90.0421,195.1,IL,CANTON,-6,20140825-20240404, 98.4%,11.0,11.0
USC00111280,724395-99999,47.44100396370351,20.19999999999999,39.2881,-89.8697,186.2,IL,CARLINVILLE,-6,20220331-20230302, 53.1%,2.0,1.0
USC00111290,724338-13802,43.13976019139034,13.699999999999989,38.6249,-89.363,152.7,IL,CARLYLE RESERVOIR,-6,19700701-20240405, 78.6%,52.0,52.0
USC00111302,744652-53897,44.183271875324635,2.299999999999997,38.0826,-88.1734,117.7,IL,CARMI 4 NE,-6,19880301-20231111, 94.8%,22.0,22.0
USC00111329,725317-53802,31.8191423596181,27.0,39.2975,-87.9746,189.0,IL,CASEY,-6,20140726-20240311, 99.8%,11.0,11.0
USC00111577,725300-94846,27.806241988725823,15.0,41.7373,-87.7773,189.0,IL,CHICAGO MIDWAY AP 3SW,-6,19480701-20240401, 95.9%,77.0,77.0
USC00111664,724335-99999,44.835765976118516,7.599999999999994,38.5047,-88.4094,138.4,IL,CISNE 2 S,-6,19460701-20240301, 85.5%,45.0,43.0
USC00111743,725316-99999,35.38908738800602,3.8000000000000114,40.1375,-88.9671,211.8,IL,CLINTON 1SSW,-6,20030602-20240401, 92.7%,22.0,22.0
USC00112011,725340-14819,38.28918933942763,31.400000000000006,41.4492,-87.6221,216.4,IL,CRETE PUBLIC WORKS,-6,19480701-20240412, 88.3%,77.0,77.0
USC00112140,725310-14806,46.233169162861735,58.80000000000001,40.1391,-87.6479,169.2,IL,DANVILLE,-6,19510502-20240306, 95.8%,40.0,40.0
USC00112193,725316-99999,7.729190521067498,13.199999999999989,39.8288,-88.9505,194.8,IL,DECATUR WTP,-6,19831101-20240415, 93.2%,42.0,42.0
USC00112353,724350-03816,44.16894341573875,36.599999999999994,37.4388,-88.6678,160.6,IL,DIXON SPRINGS AGRIC CNTR,-6,19670921-20240308, 91.1%,52.0,52.0
USC00112685,999999-93816,4.059936039037765,16.19999999999999,39.1065,-88.5312,161.8,IL,EFFINGHAM SE,-6,20200813-20240405, 99.8%,5.0,5.0
USC00112687,999999-93816,9.745500054076295,12.5,39.1181,-88.6244,190.5,IL,EFFINGHAM 3SW,-6,19480701-20200625, 86.3%,23.0,23.0
USC00112923,724397-99999,47.488770590977445,60.80000000000001,40.7516,-88.499,204.2,IL,FAIRBURY WWTP,-6,19480701-20240408, 92.6%,38.0,37.0
USC00113106,999999-93816,43.80450620563382,31.400000000000006,38.678,-88.4798,146.6,IL,FLORA,-6,20030501-20210402, 69.4%,19.0,17.0
USC00113107,999999-93816,45.708685665061004,29.0,38.6609,-88.4784,149.0,IL,FLORA 2,-6,20210429-20240407, 98.8%,4.0,4.0
USC00113262,725430-94822,43.94197958537471,7.599999999999994,42.2972,-89.6038,228.6,IL,FREEPORT WASTE WTR PL,-6,19480701-20240401, 92.9%,71.0,71.0
USC00113290,744550-94982,48.26170270885811,46.599999999999994,41.8978,-90.1545,180.4,IL,FULTON L&D # 13,-6,19480701-20240410, 70.3%,17.0,17.0
USC00113666,724347-53904,49.76028460208821,33.599999999999994,39.3424,-90.206,164.6,IL,GREENFIELD,-6,19480701-20240403, 91.9%,24.0,24.0
USC00113879,724339-99999,42.70913622239198,32.7,37.7408,-88.5244,111.3,IL,HARRISBURG,-6,19880601-20240304, 80.2%,27.0,27.0
USC00114078,999999-93816,30.29931367854274,25.599999999999994,39.1396,-88.1905,152.4,IL,HIDALGO 3SW,-6,20051001-20140930, 89.1%,10.0,10.0
USC00114198,725310-14806,43.50758851185292,11.599999999999994,40.4664,-87.6851,216.4,IL,HOOPESTON,-6,19480701-20240306, 96.9%,43.0,43.0
USC00114317,724370-93823,49.19419725160027,27.80000000000001,39.11,-87.6657,147.2,IL,HUTSONVILLE,-6,19570724-20240406, 88.3%,54.0,54.0
USC00114355,725440-14923,40.831356055260905,7.400000000000006,41.4255,-91.0094,167.6,IL,ILLINOIS CITY DAM 16,-6,19480701-20240401, 94.5%,77.0,77.0
USC00114442,724390-93822,45.77757777064604,6.900000000000006,39.7346,-90.1979,185.9,IL,JACKSONVILLE 2E,-6,19630407-20240401, 90.7%,52.0,52.0
USC00114603,725345-14834,46.59918712382902,5.900000000000006,41.1351,-87.8856,182.9,IL,KANKAKEE WWTP,-6,19480701-20240402, 89.6%,24.0,24.0
USC00114629,744653-63814,28.437448939743895,45.099999999999994,37.9835,-89.9469,118.9,IL,KASKASKIA RIVER NAVIGATION LOCK,-6,19740401-20240406, 84.9%,23.0,23.0
USC00114805,725320-14842,45.68046799329562,59.400000000000006,41.0187,-89.4153,139.6,IL,LACON,-6,19840221-20240401, 84.2%,39.0,39.0
USC00114879,722082-04876,27.16322381945939,21.69999999999999,42.0918,-89.842,239.3,IL,LANARK,-6,19480701-20240415, 90.9%,21.0,21.0
USC00114957,720330-63853,13.777095186915082,23.5,38.7239,-87.7196,137.5,IL,LAWRENCEVILLE 2WSW,-6,19920303-20240304, 91.3%,21.0,21.0
USC00115079,724390-93822,45.26439514521035,1.3000000000000114,40.152,-89.3387,177.7,IL,LINCOLN,-6,20120328-20240420, 99.1%,13.0,13.0
USC00115272,725320-14842,26.60309360264835,2.8000000000000114,40.5241,-89.4207,201.8,IL,MACKINAW 3WSW,-6,20011101-20180131, 92.5%,18.0,18.0
USC00115493,999999-14855,46.84827411693202,32.900000000000006,42.35,-88.2667,228.9,IL,MC HENRY,-6,19480701-20240403, 86.8%,47.0,47.0
USC00115515,724335-99999,36.8581784949024,4.0,38.1006,-88.533,150.0,IL,1 N MCLEANSBORO,-6,20231030-20240305,100.0%,2.0,2.0
USC00115768,999999-14931,44.45303945942245,5.5,40.9443,-90.6381,219.5,IL,MONMOUTH,-6,19910804-20240401, 88.7%,34.0,34.0
USC00115825,725345-14834,26.897674497155936,17.30000000000001,41.3713,-88.4332,159.7,IL,MORRIS 1NW,-6,19951101-20240401, 86.5%,24.0,24.0
USC00115841,722972-63878,33.62131080261997,18.0,39.4157,-89.4615,192.0,IL,MORRISONVILLE,-6,19480701-20240404, 95.1%,21.0,21.0
USC00115876,725320-14842,19.288472796575547,14.699999999999989,40.6005,-89.4653,213.7,IL,MORTON,-6,20190525-20240401, 99.8%,6.0,6.0
USC00115943,724335-99999,5.782162498561361,3.4000000000000057,38.362,-88.8598,149.4,IL,MT VERNON 3 NE,-6,20210610-20240401, 88.5%,4.0,4.0
USC00115983,724336-99999,5.910392440654029,3.0,37.7667,-89.3167,128.0,IL,MURPHYSBORO WATERWORKS,-6,19480701-20240304, 92.9%,52.0,52.0
USC00116157,999999-93816,31.23144982937126,16.19999999999999,38.9916,-88.1828,161.8,IL,NEWTON,-6,20030801-20240409, 98.3%,22.0,22.0
USC00116610,724370-93823,36.64285337768031,22.80000000000001,39.6185,-87.6672,197.8,IL,PARIS STP,-6,19930301-20240417, 90.0%,32.0,32.0
USC00116738,724396-93989,34.16858127081809,34.900000000000006,39.8058,-90.8238,198.1,IL,PERRY 6 NW,-6,20201021-20240403, 95.5%,5.0,5.0
USC00116819,722127-04880,45.1813795164277,13.199999999999989,40.7569,-88.1827,204.2,IL,PIPER CITY,-6,19490201-20121214, 89.6%,9.0,9.0
USC00117014,725473-94979,36.83682001133261,28.599999999999994,41.6752,-89.9374,184.4,IL,PROPHETSTOWN,-6,19480701-20240412, 96.1%,35.0,35.0
USC00117077,724396-93989,20.534075605733847,85.80000000000001,39.9036,-91.4283,147.2,IL,QUINCY DAM 21,-6,19480701-20240314, 85.6%,56.0,56.0
USW00014806,725310-14806,1.6686860230336704,2.0999999999999943,40.3131,-88.1596,230.1,IL,RANTOUL,-6,19480701-20240410, 89.7%,43.0,43.0
USC00117187,724335-99999,31.996883469191143,7.300000000000011,38.0405,-88.9883,138.7,IL,REND LAKE DAM,-6,19720301-20240301, 78.8%,45.0,41.0
USC00117391,725440-14923,9.438821285570777,1.9000000000000057,41.518,-90.5647,173.1,IL,ROCK ISLAND L&D 15,-6,19850726-20240402, 91.9%,40.0,40.0
USC00117457,725300-94846,41.60884746104602,2.8000000000000114,41.6041,-88.085,201.2,IL,ROMEOVILLE WFO,-6,20121010-20240410, 98.1%,13.0,13.0
USC00117833,999999-54811,11.98997958402385,2.8999999999999773,41.7327,-88.8643,259.1,IL,SHABBONA 3S,-6,19531201-20240408, 54.5%,0.0,0.0
USC00117876,999999-93816,43.04562943568095,20.099999999999994,39.4079,-88.7739,198.1,IL,SHELBYVILLE DAM,-6,19700701-20240401, 82.9%,22.0,22.0
USC00118020,724350-03816,32.63453907837179,15.200000000000003,37.1644,-88.4311,108.8,IL,SMITHLAND LOCK & DAM,-6,19801001-20240304, 86.9%,45.0,45.0
USC00118204,725320-14842,36.14967300390469,8.5,40.4927,-90.047,190.5,IL,ST. DAVID,-6,20120507-20141029, 99.0%,3.0,3.0
USC00118389,725316-99999,36.84034695201632,12.900000000000006,39.5608,-88.609,195.1,IL,SULLIVAN 3S,-6,19480701-20240410, 89.7%,52.0,52.0
USC00118740,725310-14806,25.205076809355596,7.900000000000006,40.0841,-88.2404,220.1,IL,CHAMPAIGN 3S,-6,19590101-20240408, 95.3%,32.0,32.0
USC00118781,724330-03879,36.185910688744194,23.599999999999994,38.9579,-89.0952,149.4,IL,VANDALIA,-6,19480701-20240402, 85.0%,25.0,25.0
USC00118916,722149-04899,43.638765683084046,14.400000000000006,41.5519,-89.599,213.4,IL,WALNUT,-6,20050601-20240402, 96.7%,20.0,20.0
USC00119021,722127-04880,31.51716763106601,0.4000000000000057,40.794,-87.7546,191.4,IL,WATSEKA 2NW,-6,20130519-20240406, 91.2%,12.0,12.0
USC00119193,720330-63853,26.805606656852547,25.400000000000006,38.525,-88.013,135.6,IL,WEST SALEM,-6,19710201-20240308, 78.5%,16.0,15.0
USC00119816,725320-14842,30.540651338020826,4.900000000000006,40.7779,-90.0073,203.9,IL,YATES CITY,-6,19501201-20240401, 88.5%,75.0,75.0
USC00120177,725336-99999,28.531637730575113,29.100000000000023,40.1167,-85.6813,256.9,IN,ANDERSON 1 N,-5,19740716-20221011, 87.6%,34.0,33.0
USC00120200,725383-54827,37.826784061864316,29.899999999999977,41.6639,-85.0183,310.9,IN,ANGOLA,-5,19770512-20240409, 89.3%,28.0,28.0
USC00120830,725330-14827,17.728648524087014,19.399999999999977,40.8143,-85.1546,262.4,IN,BLUFFTON 6N,-5,19710701-20240202, 89.3%,54.0,54.0
USC00120922,724370-93823,16.541274298114537,32.0,39.5108,-87.1241,207.0,IN,BRAZIL,-5,19480701-20240401, 93.8%,61.0,61.0
USC00121147,725335-99999,27.83702166263385,13.800000000000011,40.4835,-86.3961,233.2,IN,BURLINGTON,-5,19501103-20240402, 94.8%,68.0,68.0
USC00121256,724237-99999,44.01029875914346,1.5,37.8994,-86.7072,122.5,IN,CANNELTON,-5,19711001-20240401, 82.8%,24.0,24.0
USC00121417,724386-14835,28.416350756867832,38.5,40.6653,-86.955,219.5,IN,CHALMERS 5 W,-5,20080801-20240401, 92.1%,17.0,17.0
USC00121739,725330-14827,31.14399659653203,11.199999999999989,41.1452,-85.4898,254.2,IN,COLUMBIA CITY,-5,19480701-20240401, 88.2%,77.0,77.0
USC00121752,724361-13803,5.584692697131856,5.5,39.2106,-85.8883,193.5,IN,COLUMBUS UTILITIES,-5,19480701-20240401, 82.9%,42.0,42.0
USC00121873,724386-14835,46.78980527566519,73.80000000000001,40.0028,-86.8011,254.8,IN,CRAWFORDSVILLE 6 SE,-5,19880201-20240402, 86.5%,37.0,37.0
USC00122309,724365-53896,32.520542412471535,49.30000000000001,38.4558,-86.6983,210.3,IN,DUBOIS SRN IN FORAGE FARM,-5,19570101-20240401, 80.5%,31.0,31.0
USC00122620,725342-13809,44.87496369645751,16.30000000000001,38.8701,-87.0917,146.3,IN,ELNORA,-5,20120420-20240401, 97.9%,13.0,13.0
USC00122825,725336-99999,19.835017458716255,8.100000000000023,40.2538,-85.1484,294.1,IN,FARMLAND 5 NNW,-5,19490301-20240402, 90.9%,37.0,36.0
USC00123082,725335-99999,49.36173370301713,4.199999999999989,40.2986,-86.5066,251.2,IN,FRANKFORT DISPOSAL,-5,19800601-20240402, 83.7%,45.0,45.0
USC00123091,724380-93819,34.66064034874945,21.5,39.4684,-86.0412,219.5,IN,FRANKLIN WWTP,-5,20010801-20240402, 93.0%,24.0,24.0
USC00123104,720330-63853,46.45418052856981,6.599999999999994,38.8672,-87.3083,167.6,IN,FREELANDVILLE,-5,19850404-20140204, 93.9%,11.0,11.0
USC00123206,725330-14827,41.732013096836546,25.19999999999999,41.3415,-85.1292,268.2,IN,GARRETT,-5,19601205-20240401, 91.8%,65.0,65.0
USC00123418,725350-14848,38.90431565280369,31.69999999999999,41.5575,-85.8825,266.7,IN,GOSHEN 3SW,-5,19611101-20240409, 93.1%,64.0,64.0
USC00123714,724240-13807,42.71444956879885,29.100000000000023,38.1975,-86.2686,259.1,IN,HARRISON-CRAWFORD S F,-5,19740806-20240416, 83.2%,51.0,51.0
USC00123777,725336-99999,24.114625086344933,4.399999999999977,40.4355,-85.2891,281.6,IN,HARTFORD CITY 4 ESE,-5,19480701-20240402, 88.5%,35.0,34.0
USC00124181,725330-14827,28.12673925262608,20.19999999999999,40.856,-85.4988,222.8,IN,HUNTINGTON,-5,19480701-20240402, 88.8%,77.0,77.0
USC00124286,724380-93819,9.780532888988175,27.30000000000001,39.769,-86.185,213.7,IN,INDIANAPOLIS ZOO,-5,19910501-20240405, 87.1%,34.0,33.0
USC00124730,724388-14829,33.71920685208392,23.30000000000001,41.6474,-85.4121,274.3,IN,LAGRANGE,-5,19620602-20151202, 81.1%,15.0,14.0
USC00124782,725350-14848,19.54441488913774,21.30000000000001,41.5269,-86.2692,256.3,IN,LAKEVILLE,-5,19480701-20240401, 93.4%,77.0,77.0
USC00124837,725350-14848,36.22741954942063,11.599999999999994,41.6116,-86.7297,246.6,IN,LAPORTE,-6,19780401-20240407, 81.7%,47.0,47.0
USC00124908,724380-93819,40.45218186201992,41.89999999999998,40.0516,-86.475,282.9,IN,LEBANON WATER WORKS,-5,19480701-20240405, 94.3%,77.0,77.0
USC00124973,725336-99999,45.747473572543086,49.30000000000001,39.8208,-85.3243,335.3,IN,LEWISVILLE,-5,19480701-20240401, 96.0%,37.0,36.0
USC00125337,725335-99999,42.202120178667805,6.199999999999989,40.58,-85.6586,240.8,IN,MARION 2 N,-5,19530613-20240401, 92.5%,68.0,68.0
USC00125394,724370-93823,44.835425367407026,40.80000000000001,39.8438,-87.1875,215.8,IN,MARSHALL,-5,20020101-20240401, 96.4%,23.0,23.0
USC00125407,724380-93819,38.09496202776819,60.599999999999994,39.4043,-86.4526,180.4,IN,MARTINSVILLE 2 SW,-5,19620618-20240401, 83.6%,62.0,62.0
USC00125535,725327-04846,33.216832889141486,22.19999999999999,41.1588,-86.9013,211.8,IN,MEDARYVILLE 5 N,-5,19480701-20171001, 86.4%,19.0,19.0
USC00126151,724320-93817,17.661028864450163,6.200000000000003,37.9325,-87.3744,115.8,IN,NEWBURGH LOCK & DAM,-6,19611201-20240304, 84.9%,64.0,64.0
USC00126864,725335-99999,14.262580428106453,45.80000000000001,40.7646,-86.074,201.2,IN,PERU,-5,19480701-20240401, 85.4%,67.0,67.0
USC00127482,725335-99999,46.58313454835519,15.400000000000006,41.0665,-86.2096,231.6,IN,ROCHESTER,-5,19481013-20240401, 85.1%,68.0,68.0
USC00127930,724361-13803,33.35249305943826,16.099999999999994,38.9616,-85.8608,182.9,IN,SEYMOUR HIWAY GARAGE,-5,19480701-20220411, 91.6%,40.0,40.0
USC00127935,724361-13803,33.99450652921338,26.19999999999999,38.9543,-85.9045,172.8,IN,SEYMOUR 1 WSW,-5,20190927-20240108, 76.0%,5.0,4.0
USC00127999,724380-93819,46.96845120698676,11.800000000000011,39.5282,-85.7914,229.2,IN,SHELBYVILLE SEWAGE PLANT,-5,19710101-20240401, 83.7%,54.0,54.0
USC00128036,724365-53896,37.341929005692016,15.599999999999994,38.5529,-86.7944,145.4,IN,SHOALS 8 S,-5,19480701-20240404, 97.1%,31.0,31.0
USC00128442,724320-93817,40.15457047373618,76.1,38.2671,-87.143,198.1,IN,STENDAL,-5,19951101-20201103, 67.1%,23.0,22.0
USC00128784,725335-99999,47.57607031542024,24.30000000000001,40.2233,-86.1086,271.3,IN,TIPTON 5 SW,-5,19830501-20240401, 93.8%,42.0,42.0
USC00128967,724238-53886,27.506623972186212,14.400000000000006,37.7952,-87.993,103.6,IN,J.T. MYERS LOCKS & DAM,-6,19740911-20240304, 78.7%,33.0,30.0
USC00128992,997255-99999,47.03771125265964,85.89999999999998,41.5436,-87.0319,264.9,IN,VALPARAISO 5NNE,-6,20051203-20140501, 84.1%,0.0,0.0
USC00129174,724361-13803,27.7688190671387,52.80000000000001,39.4538,-85.6963,251.8,IN,WALDRON 2 W,-5,19501205-20240405, 90.6%,41.0,39.0
USC00129430,724386-14835,8.457513200353,34.80000000000001,40.475,-86.9919,215.8,IN,WEST LAFAYETTE 6 NW,-5,19530808-20240404, 93.5%,52.0,52.0
USC00129724,725330-14827,36.57281010238073,26.599999999999994,41.1645,-84.8482,216.4,IN,WOODBURN 3N,-5,20090112-20211105, 91.9%,13.0,13.0
USC00130149,725469-04913,34.079557567165686,12.199999999999989,40.7039,-93.3703,332.2,IA,ALLERTON,-6,19480801-20240404, 34.1%,28.0,28.0
USC00130200,725466-99999,42.22420068109196,61.30000000000001,42.021,-93.7743,338.3,IA,AMES 8 WSW,-6,19640906-20240401, 94.3%,48.0,48.0
USC00130364,722097-04936,32.60603694044283,23.899999999999977,41.4175,-95.0041,351.1,IA,ATLANTIC 1 NE,-6,19510108-20240401, 88.4%,21.0,21.0
USC00130536,725474-04915,30.55684412642528,44.10000000000002,40.857,-94.0494,349.9,IA,BEACONSFIELD 3N,-6,19690709-20220301, 89.4%,28.0,28.0
USC00130608,725473-94979,48.548663769242054,29.19999999999999,42.2611,-90.4231,183.8,IA,BELLEVUE L AND D 12,-6,19480811-20240401, 93.0%,35.0,35.0
USC00130853,725468-04910,35.03485106720836,86.19999999999999,42.1255,-95.1886,453.2,IA,BOYER 4 SE,-6,19501001-20240401, 91.0%,30.0,30.0
USC00131060,999999-14931,0.6589136731475511,3.6999999999999886,40.7747,-91.1165,210.3,IA,BURLINGTON 2S,-6,19641216-20240406, 82.7%,60.0,60.0
USC00131126,725476-04916,14.082758229474171,24.399999999999977,43.1876,-91.862,376.4,IA,CALMAR NE,-6,20090203-20240403, 97.4%,16.0,16.0
USC00131245,725540-14949,46.206227853811775,13.199999999999989,41.2738,-95.4025,332.2,IA,CARSON 3NNE,-6,19501001-20240304, 95.6%,75.0,75.0
